City,State,BankState,Term,NoEmp,NewExist,UrbanRural,DisbursementGross,MIS_Status
YORK,ME,DE,60,1,Existing Business,Rural,38000,0
HUDSON FALLS,NY,DE,84,2,Existing Business,Rural,12930,0
SAN DIEGO,CA,SD,120,10,New Business,Undefined,100000,0
YORK,ME,DE,84,1,Existing Business,Rural,5045,0
CHANDLER,AZ,IL,46,2,Existing Business,Urban,74694,1
LOS ANGELES,CA,DC,300,32,New Business,Undefined,444500,0
RICHMOND,VA,SC,168,5,Existing Business,Undefined,100000,0
FULTON,MS,MS,60,1,Existing Business,Rural,60400,0
"MIDDLESEX, NJ 08846",NJ,NJ,180,13,New Business,Undefined,275000,0
TEWKSBURY,MA,DE,84,1,Existing Business,Urban,14478,0
SENECA FALLS,NY,NY,12,60,New Business,Undefined,900000,0
SAUNDERSTOWN,RI,RI,60,0,Existing Business,Urban,85000,0
MIDLAND,TX,DC,306,5,Existing Business,Undefined,982700,0
JACKSONVILLE,FL,SD,24,45,New Business,Urban,396265,0
NARRAGANSETT,RI,RI,60,4,New Business,Undefined,35000,0
NORTH READING,MA,DE,84,2,Existing Business,Urban,96000,0
HOUSTON,TX,UT,306,1,Existing Business,Undefined,750000,0
BANGOR,ME,DE,84,3,Existing Business,Urban,58499,0
EAST FALMOUTH,MA,MA,84,3,Existing Business,Undefined,70000,0
ALPHARETTA,GA,SD,72,4,New Business,Urban,175000,0
SALT LAKE CITY,UT,IL,48,4,New Business,Undefined,35000,0
WESTERLY,RI,RI,12,2,Existing Business,Urban,25000,0
BURBANK,CA,CA,120,10,New Business,Undefined,412000,0
TYNGSBORO,MA,DE,84,1,New Business,Urban,10000,0
PENFIELD,NY,NY,6,17,New Business,Urban,430536,1
ROCKWALL,TX,TX,114,2,Existing Business,Undefined,65000,0
PINE BROOK,NJ,NJ,180,5,Existing Business,Undefined,280000,0
COLUMBIA,SC,SD,47,1,New Business,Urban,80000,0
COLUMBUS,OH,OH,87,70,New Business,Undefined,202000,0
HAVERHILL,MA,DE,84,2,New Business,Urban,90877,0
SACRAMENTO,CA,TX,120,3,New Business,Undefined,363000,0
ROCHESTER,NH,DE,120,40,New Business,Urban,227000,0
PHOENIX,AZ,IL,60,30,New Business,Undefined,25790,0
UPPER MARLBORO,MD,MD,60,1,Existing Business,Urban,50000,0
WAXAHACHIE,TX,TX,120,2,New Business,Undefined,162000,0
MERIDIAN,ID,ID,94,10,Existing Business,Undefined,170000,0
ROSEDALE,MD,MD,3,3,New Business,Urban,78000,1
WEST DENNIS,MA,MA,300,2,Existing Business,Undefined,100000,0
WARWICK,RI,RI,60,3,Existing Business,Urban,65000,0
IXONIA,WI,WI,84,1,New Business,Undefined,48000,0
ROSEDALE,MD,MD,3,3,New Business,Urban,25000,1
READING,PA,PA,203,10,New Business,Undefined,385000,0
SOUTH PARIS,ME,DE,84,6,New Business,Rural,35000,0
ROWLETT,TX,SD,276,9,New Business,Undefined,293000,0
GREENSBORO,NC,SD,60,16,New Business,Urban,150000,0
DAVENPORT,IA,IA,60,5,New Business,Undefined,100000,0
HUNTINGTON BEACH,CA,CA,84,6,Existing Business,Undefined,300000,0
AUBURN,ME,DE,19,2,New Business,Urban,67626,1
KENMORE,NY,NY,60,2,New Business,Undefined,48000,0
ATLANTA,GA,SD,6,6,Existing Business,Urban,200000,0
SOUTH BURLINGTON,VT,VT,84,1,Existing Business,Undefined,90000,0
TOLEDO,OH,OH,84,6,New Business,Undefined,96000,0
LAWRENCE,MA,DE,36,1,Existing Business,Urban,10000,0
RAYMONDVILLE,TX,TX,60,1,Existing Business,Undefined,62000,0
NASHUA,NH,DE,34,1,Existing Business,Urban,25000,1
Milford,MA,DE,60,5,New Business,Urban,95700,0
Lunenburg,MA,DE,60,5,New Business,Urban,100000,0
EL PASO,TX,TX,60,3,Existing Business,Undefined,50000,0
Somerville,MA,DE,59,17,New Business,Urban,85000,0
SAN ANTONIO,TX,SD,72,3,Existing Business,Urban,25000,0
VALIER,MT,MT,120,3,New Business,Rural,12800,0
COLUMBUS,GA,GA,84,6,New Business,Undefined,100000,0
NORTH SCITUATE,RI,RI,84,2,New Business,Rural,25000,0
PLEASANTON,KS,KS,62,4,Existing Business,Undefined,55859,1
APPLETON,WI,WI,84,3,Existing Business,Urban,141999,0
WESTMONT,IL,IL,240,18,New Business,Undefined,330000,0
APPLETON,WI,WI,89,3,Existing Business,Urban,20400,0
DANBY,VT,VT,84,90,New Business,Undefined,250000,0
MIDDLETOWN,CT,DE,60,1,Existing Business,Urban,55000,0
APPLETON,WI,WI,84,8,New Business,Urban,150000,0
BALDWIN,MD,MD,240,6,New Business,Undefined,565000,0
MANITOWOC,WI,WI,120,6,New Business,Undefined,125000,0
NEENAH,WI,WI,84,10,New Business,Urban,331451,0
ALBANY,OR,OR,240,2,Existing Business,Undefined,481000,0
Andover,MA,DE,60,1,Existing Business,Urban,20000,0
PARSONS,KS,KS,84,2,Existing Business,Undefined,90000,0
Plantsville,CT,DE,60,1,Existing Business,Urban,13000,0
CUDAHY,CA,SD,60,1,Existing Business,Urban,20000,0
WOONSOCKET,RI,RI,11,2,New Business,Urban,100000,1
GREEN BAY,WI,WI,36,2,Existing Business,Urban,25000,0
GREEN BAY,WI,WI,84,2,Existing Business,Urban,64468,0
MEMPHIS,TN,TN,84,3,New Business,Rural,40000,0
TOPEKA,KS,KS,84,3,New Business,Undefined,93000,0
JESSUP,MD,MD,60,4,Existing Business,Urban,25000,0
Frenchville,ME,DE,36,1,Existing Business,Rural,36000,0
OAKLAND,IA,IA,120,5,New Business,Undefined,35000,0
Hermon,ME,DE,84,9,Existing Business,Rural,180000,0
HAZLEHURST,MS,MS,16,2,Existing Business,Rural,5100,1
ROME,NY,NY,60,7,Existing Business,Rural,20000,0
LYNBROOK,NY,NY,300,8,New Business,Urban,525000,0
AUSTELL,GA,SD,60,10,New Business,Rural,15438,0
LA PORTE,TX,SD,306,5,New Business,Undefined,87000,0
Belmont,NH,DE,84,7,New Business,Rural,116000,0
OMAHA,NE,NE,60,2,Existing Business,Undefined,29246,0
SPRING VALLEY,CA,CA,240,8,New Business,Urban,480000,0
ALBUQUERQUE,NM,NM,84,16,New Business,Undefined,90000,0
ENDICOTT,NY,NY,69,3,New Business,Rural,162000,1
ST. CHARLES,IL,IL,240,26,New Business,Undefined,312000,0
Haverhill,MA,DE,84,1,New Business,Urban,40000,0
Haverhill,MA,DE,84,1,New Business,Urban,10000,0
Londonderry,NH,DE,60,1,New Business,Urban,30000,0
HUDSON,WI,WI,96,1,Existing Business,Undefined,46000,0
GALLATIN,MO,NC,84,2,Existing Business,Urban,10000,0
MESA,AZ,OR,300,3,New Business,Undefined,56000,0
LONDONDERRY,NH,DE,95,1,New Business,Urban,17232,0
STOCKTON,CA,CO,240,16,New Business,Undefined,719000,0
Scarborough,ME,DE,60,11,New Business,Rural,450000,0
GRAND RAPIDS,MI,MI,180,1,Existing Business,Undefined,150000,0
CHARLOTTE,NC,SD,60,15,New Business,Urban,402057,0
York,PA,MD,60,1,New Business,Urban,25000,0
COLUMBIA,SC,SD,120,1,New Business,Undefined,210000,0
MILWAUKEE,WI,IL,77,14,New Business,Urban,185000,0
CRYSTAL,MN,WI,231,1,New Business,Urban,175200,1
SOUDERTON,PA,PA,60,3,New Business,Rural,131500,0
SALT LAKE CITY,UT,SD,83,4,New Business,Urban,97055,0
SAN ANTONIO,TX,OR,309,1,Existing Business,Undefined,880000,0
CROWLEY,TX,SD,102,5,Existing Business,Rural,43300,0
KENT,WA,OH,180,6,New Business,Undefined,168750,0
GREENVILLE,WI,WI,120,34,New Business,Urban,300000,0
BELLEVUE,WA,CA,84,8,New Business,Urban,220000,0
WEST VALLEY CITY,UT,IL,60,4,New Business,Undefined,25000,0
COLUMBIA,MD,NY,60,3,Existing Business,Urban,36000,0
BOCA RATON,FL,NC,84,18,New Business,Rural,11000,0
COLDWATER,MI,MI,142,2,New Business,Rural,115000,1
SALMON,ID,SD,132,20,New Business,Undefined,300000,0
Parsonfield,ME,DE,60,1,New Business,Rural,52500,0
LOS ANGELES,CA,SD,42,3,Existing Business,Urban,48500,0
IRVINE,CA,NC,33,2,Existing Business,Urban,25000,1
OMAHA,NE,CA,12,93,New Business,Urban,200000,0
LEBANON,NJ,NJ,84,8,Existing Business,Undefined,25000,0
WEST FALLS,NY,NY,108,5,Existing Business,Rural,50000,0
LOS ANGELES,CA,CA,300,8,New Business,Undefined,185000,0
MIAMI,FL,NC,42,3,Existing Business,Urban,9269,1
ASHLAND CITY,TN,CA,84,1,Existing Business,Urban,10000,0
BRANDON,SD,SD,72,2,New Business,Undefined,25213,0
CHARLOTTE,NC,NC,84,1,New Business,Urban,22678,0
EAST ELLIJAY,GA,DC,56,4,New Business,Undefined,45000,1
SOUTHFIELD,MI,IL,39,8,New Business,Urban,30000,1
WOODBRIDGE,NJ,NJ,84,4,New Business,Undefined,50000,0
FORT WORTH,TX,NC,38,1,New Business,Urban,10000,1
ROSWELL,GA,DE,120,1,Existing Business,Undefined,90000,0
Orange,MA,DE,157,5,New Business,Rural,100000,1
LARCHWOOD,IA,IA,120,2,New Business,Urban,71000,0
VAN NUYS,CA,CA,84,3,Existing Business,Undefined,100000,0
BELOIT,WI,IL,84,5,New Business,Rural,75000,0
GRAND RAPIDS,MI,OH,48,1,New Business,Undefined,25000,0
SAVANNAH,GA,NC,40,10,Existing Business,Urban,65000,1
GRAND FORKS,ND,ND,57,14,New Business,Undefined,65000,1
BIRMINGHAM,AL,SD,72,5,New Business,Urban,397253,0
IRMO,SC,NC,40,85,New Business,Urban,50000,0
CHARLOTTESVILLE,VA,MD,66,1,Existing Business,Undefined,312000,0
Bridgton,ME,DE,48,1,New Business,Rural,16700,0
FORT WORTH,TX,TX,84,2,New Business,Undefined,75000,0
CHARLOTTE,NC,NC,84,1,New Business,Urban,27632,0
ORANGE,MA,DE,2,5,New Business,Rural,99777,1
BISMARCK,ND,ND,240,5,New Business,Undefined,139000,0
York,PA,MD,60,8,New Business,Urban,30000,0
HILO,HI,HI,4,2,Existing Business,Rural,50000,1
SAN DIEGO,CA,CA,84,6,New Business,Undefined,150000,0
HAM CAKE,MN,IL,90,1,Existing Business,Rural,50000,0
CAMERON,MO,MO,36,3,New Business,Rural,14684,0
LA JOLLA,CA,CA,240,2,New Business,Undefined,465000,0
PEARL,MS,MS,84,10,New Business,Rural,177500,0
EL PASO,TX,TX,60,6,Existing Business,Undefined,40000,0
EL PASO,TX,NC,29,1,New Business,Urban,14223,1
WOODBRIDGE,VA,NC,84,4,New Business,Rural,30000,0
MIAMI,FL,NC,84,150,New Business,Urban,140062,0
HERMITAGE,TN,NC,84,12,New Business,Urban,50000,0
WOONSOCKET,RI,CT,165,7,Existing Business,Urban,306426,1
NATIONAL CITY,CA,CA,300,50,New Business,Undefined,391500,0
Ft. Gordon,GA,NC,12,1,New Business,Urban,9798,1
ALEXANDRIA,VA,MD,60,1,New Business,Urban,99600,0
LENOIR,NC,NC,85,2,Existing Business,Urban,10000,0
NEW CARROLLTON,MD,NC,84,29,New Business,Urban,49582,0
Portland,ME,DE,60,4,Existing Business,Urban,50000,0
DALLAS,TX,TX,84,2,Existing Business,Undefined,100000,0
PORTLAND,ME,DE,84,4,Existing Business,Urban,98000,0
PERKASIE,PA,PA,60,1,New Business,Rural,48361,0
HOUSTON,TX,NC,84,3,New Business,Urban,50000,0
PORT SAINT LUCIE,FL,NC,8,1,New Business,Urban,25000,1
South Hampton,NH,DE,41,3,New Business,Urban,14500,1
JORDAN,MN,IL,84,1,New Business,Rural,119107,0
PROVIDENCE,RI,RI,24,2,New Business,Urban,50000,0
MIDDLETON,WI,WI,84,10,New Business,Urban,155000,0
COLLIERVILLE,TN,NC,84,2,New Business,Urban,42954,0
JOHNSTON,RI,CT,36,5,New Business,Urban,188520,0
Wellesley,MA,DE,60,4,New Business,Urban,49000,0
CAMILLUS,NY,NY,60,1,New Business,Urban,80000,0
CHURCHTON,MD,NC,4,17,New Business,Urban,151110,1
TULSA,OK,NC,51,3,New Business,Urban,39389,1
CLEARWATER,FL,NC,84,1,Existing Business,Urban,7441,0
MIAMI SPRINGS,FL,NC,84,4,New Business,Rural,50000,0
FOREST PARK,GA,NC,84,8,New Business,Urban,108100,0
CHICAGO,IL,MD,120,1,Existing Business,Undefined,250000,1
Freemont,NH,DE,60,1,Existing Business,Urban,20000,0
LAKE FOREST,CA,SD,84,4,New Business,Urban,239368,0
PINELLAS PARK,FL,NC,50,1,New Business,Urban,9772,1
SUMMERVILLE,SC,NC,29,5,New Business,Urban,82714,1
DESOTO,TX,NC,84,4,New Business,Urban,50000,0
NASHVILLE,TN,TN,210,23,New Business,Undefined,30000,0
HIALEAH,FL,NC,59,6,New Business,Urban,60000,1
Wolcott,CT,DE,84,3,New Business,Urban,106847,0
Wolcott,CT,DE,60,3,New Business,Urban,48000,0
WEST PALM BEACH,FL,NC,84,2,New Business,Rural,10000,0
PORT CHARLOTTE,FL,NC,8,2,New Business,Rural,27372,1
WEATHERFORD,TX,TX,12,1,Existing Business,Rural,150000,0
MILWAUKEE,WI,IL,90,1,Existing Business,Urban,146269,0
KENNESAW,GA,NC,84,1,New Business,Urban,10000,0
DALLAS,TX,NC,84,8,New Business,Urban,75000,0
DELRAY BEACH,FL,NC,84,12,New Business,Rural,10000,0
DULUTH,GA,NC,84,2,Existing Business,Urban,28100,0
NORTH MIAMI,FL,NC,84,2,New Business,Urban,85000,0
WESTON,FL,NC,84,1,Existing Business,Urban,22546,0
SARASOTA,FL,NC,84,3,Existing Business,Urban,23000,0
LUBBOCK,TX,TX,88,2,Existing Business,Urban,15000,0
GAITHERSBURG,MD,NC,30,9,New Business,Urban,151756,1
WINSTON-SALEM,NC,NC,84,1,New Business,Undefined,35000,0
LEHIGH ACRES,FL,NC,84,5,New Business,Urban,20000,0
VANDALIA,OH,OH,240,7,New Business,Undefined,85000,0
DUNWOODY,GA,NC,84,30,New Business,Urban,50000,0
NORTH RICHLAND HILLS,TX,TX,84,16,New Business,Undefined,65000,0
POMPANO BEACH,FL,NC,51,1,Existing Business,Urban,10000,1
KELLER,TX,NV,294,2,New Business,Undefined,132000,0
CORAL GABLES,FL,NC,55,2,New Business,Urban,30000,1
CRIVITZ,WI,WI,240,5,New Business,Undefined,145000,0
BELLEAIR BLUFFS,FL,NC,72,1,Existing Business,Rural,10000,1
COLUMBIA,MS,MS,82,3,New Business,Rural,221162,0
LAWRENCE,KS,KS,84,6,Existing Business,Undefined,15000,1
MCDONOUGH,GA,NC,84,3,New Business,Urban,91500,0
WEST HEMPSTEAD,NY,NY,301,2,Existing Business,Undefined,100000,0
MIAMI,FL,NC,41,1,New Business,Urban,30000,1
JENISON,MI,MI,12,25,New Business,Undefined,200000,0
MIAMI,FL,NC,38,2,New Business,Urban,60500,1
FARMERS BRANCH,TX,TX,309,25,New Business,Urban,40474,0
DOWNERS GROVE,IL,IL,84,41,New Business,Undefined,500000,0
NECEDAH,WI,IL,41,1,Existing Business,Rural,60000,1
PHILADELPHIA,PA,PA,84,48,New Business,Undefined,75000,0
Hudson,NH,DE,36,2,Existing Business,Urban,25000,0
JOHNSON,VT,VT,60,2,Existing Business,Undefined,24000,0
HARLEYSVILLE,PA,PA,83,2,New Business,Rural,490576,0
Hudson,NH,DE,84,2,Existing Business,Urban,19980,0
BERNARDSVILLE,NJ,DE,84,2,Existing Business,Undefined,96000,0
NASHVILLE,TN,NC,2,5,New Business,Urban,50000,1
FREDONIA,WI,WI,84,1,Existing Business,Undefined,144000,0
MIAMI,FL,NC,84,2,Existing Business,Urban,10000,0
TAMPA,FL,FL,60,25,New Business,Undefined,249980,0
BLACKSBURG,VA,NC,84,2,Existing Business,Rural,10000,0
FAIRFIELD,IA,IA,84,12,New Business,Undefined,100000,0
RICHMOND,VA,NC,84,5,New Business,Rural,50000,0
CARSON CITY,MI,MI,120,18,Existing Business,Undefined,60000,1
St. Albans,VT,DE,84,1,Existing Business,Rural,70000,0
GAITHERSBURG,MD,NC,49,1,New Business,Urban,50000,1
LAFAYETTE,LA,LA,60,4,Existing Business,Undefined,44500,0
MIAMI,FL,NC,7,4,New Business,Urban,122117,1
MEDLEY,FL,NC,36,10,New Business,Rural,152575,1
TUCKER,GA,NC,84,1,Existing Business,Urban,10000,0
PACHECO,CA,DC,120,19,New Business,Undefined,235000,0
FORT LAUDERDALE,FL,NC,84,2,New Business,Urban,30000,0
CUCAMONGA,CA,CA,77,12,New Business,Urban,238347,0
HOUSTON,TX,NC,84,8,New Business,Urban,49079,0
WEST DES MOINES,IA,SD,84,2,Existing Business,Urban,124000,0
WATERFORD,WI,IL,106,9,New Business,Rural,35000,0
BEDFORD,TX,CA,300,15,Existing Business,Undefined,1240000,0
WARWICK,RI,RI,20,15,Existing Business,Urban,50000,0
SANTA FE,NM,NM,12,4,New Business,Undefined,833000,0
MIZE,MS,MS,36,1,New Business,Rural,11100,0
SAN DIEGO,CA,CA,60,3,New Business,Urban,45251,0
WILMINGTON,DE,NY,120,3,New Business,Undefined,160000,0
MIAMI,FL,NC,84,1,Existing Business,Urban,10000,0
BRYAN,TX,TX,60,6,Existing Business,Rural,15000,1
BOWIE,MD,NC,84,2,New Business,Urban,50000,0
GULFPORT,MS,MS,12,10,New Business,Rural,115000,0
SAN FRANCISCO,CA,SD,300,4,New Business,Undefined,1040000,0
MIAMI BEACH,FL,NC,51,3,New Business,Urban,74575,1
HOOKSETT,NH,RI,12,35,New Business,Undefined,100000,0
Shrewsbury,VT,DE,240,1,Existing Business,Rural,40000,0
PARAMOUNT,CA,SD,71,2,New Business,Urban,116825,0
LAUDERDALE LAKES,FL,NC,84,5,Existing Business,Urban,10000,0
HAUPPAUGE,NY,IL,84,3,New Business,Rural,54561,0
DURAND,WI,WI,300,1,Existing Business,Undefined,181000,0
ORLANDO,FL,NC,84,1,New Business,Urban,19060,0
SEATTLE,WA,CA,42,2,New Business,Undefined,18752,0
MIAMI,FL,NC,84,12,New Business,Urban,53236,0
FORT LAUDERDALE,FL,FL,46,20,New Business,Urban,50000,1
BURLESON,TX,TX,84,6,New Business,Undefined,55000,0
Tewksbury,MA,DE,60,11,New Business,Urban,90000,0
AUSTIN,TX,NC,84,1,Existing Business,Urban,12853,0
HOUSTON,TX,IL,10,40,New Business,Rural,59258,1
PEACHTREE CITY,GA,NC,84,10,New Business,Urban,15000,0
TULSA,OK,OK,60,1,New Business,Undefined,30000,0
POUGHKEEPSIE,NY,NY,60,8,New Business,Urban,196768,0
FORT PIERCE,FL,FL,240,40,New Business,Urban,436000,0
DURAND,WI,WI,84,1,Existing Business,Undefined,196000,0
LENEXA,KS,KS,18,2,New Business,Urban,135000,1
BEDFORD,TX,CA,120,15,Existing Business,Undefined,150000,0
NORCROSS,GA,NC,4,4,New Business,Urban,78567,0
GREENWOOD,DE,PA,36,1,Existing Business,Undefined,18000,0
MIAMI,FL,NC,84,2,Existing Business,Urban,10500,0
PROVIDENCE,RI,RI,33,1,Existing Business,Urban,60000,0
SPOKANE,WA,WA,84,2,Existing Business,Undefined,100000,0
COOPER CITY,FL,NC,84,3,Existing Business,Urban,10000,0
ALLENTOWN,PA,CA,16,12,New Business,Undefined,70000,1
GREEN BAY,WI,WI,180,13,New Business,Urban,100000,0
TOPEKA,KS,KS,240,6,New Business,Urban,359000,0
APPLETON,WI,WI,84,15,New Business,Urban,35000,0
HEWLETT,NY,CA,39,1,Existing Business,Undefined,190000,0
GRAND PRAIRIE,TX,TX,87,12,New Business,Urban,33240,0
GILBERT,AZ,OR,300,10,New Business,Urban,1645000,0
BLOOMINGTON,IL,IL,84,10,Existing Business,Undefined,60000,0
CORAL GABLES,FL,NC,84,7,New Business,Urban,50000,0
FULLERTON,CA,CA,72,5,New Business,Urban,186965,0
RIVIERA BEACH,FL,SD,300,42,New Business,Undefined,1000000,0
LEES SUMMIT,MO,NC,84,3,New Business,Urban,30000,0
WEATHERFORD,TX,NC,84,4,New Business,Rural,24500,0
WAYNE,NJ,CA,300,9,New Business,Undefined,1600000,0
PORT SAINT LUCIE,FL,NC,84,8,New Business,Urban,25000,0
LEMON GROVE,CA,SD,50,6,New Business,Rural,35391,1
CANANDAIGUA,NY,NY,120,3,New Business,Undefined,15000,0
Framingham,MA,DE,84,14,New Business,Urban,51483,0
AVON,CO,SD,15,15,New Business,Rural,284241,1
SHIP BOTTOM,NJ,CA,240,1,New Business,Undefined,365000,0
BROADALBIN,NY,NY,60,2,Existing Business,Rural,122400,0
Fort  Worth,TX,NC,84,14,New Business,Urban,30000,0
CHATSWORTH,CA,CA,300,13,New Business,Undefined,693000,0
BUFFALO,NY,NY,60,30,New Business,Urban,125000,0
EASTAMPTON,NJ,NJ,240,15,New Business,Rural,927000,0
SILVER SPRING,MD,NC,84,3,New Business,Urban,28296,0
GRAND FORKS,ND,ND,111,22,New Business,Urban,175000,0
CLEARWATER,FL,NC,84,7,New Business,Urban,10000,0
MIAMI,FL,NC,84,3,New Business,Urban,100000,0
HENDERSONVILLE,TN,TN,240,1,Existing Business,Urban,245000,0
MURFREESBORO,TN,GA,12,5,New Business,Undefined,183000,0
NASHVILLE,TN,NC,84,1,New Business,Urban,50000,0
MIAMI,FL,NC,84,4,New Business,Urban,50000,0
SPRINGFIELD,OR,OR,84,3,Existing Business,Undefined,140000,0
SUNNYSIDE,WA,WA,180,5,Existing Business,Undefined,39000,0
HOUSTON,TX,NC,84,32,New Business,Urban,23124,0
PALM BAY,FL,NC,84,4,New Business,Urban,120265,0
METHEN,MA,RI,97,10,Existing Business,Urban,212000,1
HEBRON,CT,CT,96,4,New Business,Undefined,100000,0
PALM BEACH GARDENS,FL,NC,47,16,New Business,Rural,45000,1
RIVERDALE,GA,GA,300,4,New Business,Undefined,620000,0
BINGHAMTON,NY,NY,60,3,New Business,Urban,25000,0
MARIETTA,GA,NC,44,1,New Business,Urban,10000,1
CHARLOTTESVILLE,VA,NC,84,1,New Business,Rural,30000,0
ORLANDO,FL,NC,84,3,New Business,Urban,70115,0
FREDERICKSBURG,VA,NC,84,4,Existing Business,Rural,10000,0
CLARKSBURG,WV,CA,84,1,Existing Business,Rural,15000,0
MIAMI,FL,NC,84,2,New Business,Urban,69000,0
JACKSON,TN,OH,84,1,New Business,Undefined,60000,1
PLATTSBURGH,NY,NY,120,13,New Business,Undefined,105000,0
MIAMI,FL,NC,84,7,New Business,Urban,25000,0
HOMER,NY,NY,2,2,New Business,Rural,150000,1
OXNARD,CA,IL,66,1,Existing Business,Rural,44661,1
DALLAS,TX,NC,84,4,New Business,Urban,61434,0
EAST BRIDGEWATER,MA,MA,240,4,New Business,Rural,418000,0
MEDLEY,FL,NC,51,5,New Business,Rural,50000,1
ALBUQUERQUE,NM,OH,82,5,New Business,Urban,318586,0
SILVER SPRING,MD,MD,1,1,Existing Business,Urban,25000,1
BOLINGBROOK,IL,OR,84,1,New Business,Undefined,90000,0
CHICOPEE,MA,MA,144,4,New Business,Undefined,125000,0
HOLMEN,WI,IL,84,6,New Business,Rural,74300,0
NASHVILLE,TN,CA,84,2,New Business,Urban,5000,0
BEAVERTON,OR,OH,300,3,New Business,Undefined,100000,0
LITTLE CHUTE,WI,IL,84,1,New Business,Rural,330700,0
SAN DIEGO,CA,NY,120,9,New Business,Urban,300000,0
OAKLAND PARK,FL,NC,84,3,New Business,Urban,10000,0
FORT WORTH,TX,TX,300,4,New Business,Undefined,301500,0
SEBRING,FL,NC,15,4,New Business,Rural,20000,1
LAKELAND SHORES,MN,MN,240,12,New Business,Urban,261000,0
MONTICELLO,MS,AR,120,2,New Business,Undefined,55420,0
ORLANDO,FL,NC,1,2,New Business,Urban,25000,1
MONROE,LA,LA,60,3,Existing Business,Undefined,20000,0
MADISON,WI,IL,30,20,Existing Business,Urban,275000,1
AUSTIN,TX,AL,114,290,New Business,Undefined,1085000,0
MIDDLETON,WI,WI,8,1,Existing Business,Urban,122051,1
SUPERIOR,WI,WI,85,1,Existing Business,Undefined,59000,0
OOSTBURG,WI,IL,30,1,Existing Business,Rural,90000,1
HOLLISTER,CA,CA,318,4,New Business,Undefined,333000,0
BEAUMONT,MS,MS,36,1,New Business,Rural,16200,0
NEW ORLEANS,LA,IL,84,4,Existing Business,Undefined,43000,0
HOMESTEAD,FL,NC,84,7,Existing Business,Urban,10000,0
PICKERINGTON,OH,IL,66,10,Existing Business,Undefined,50000,0
ALBUQUERQUE,NM,NC,84,4,New Business,Urban,30834,0
STOCKTON,MO,MO,83,2,New Business,Rural,82000,1
WEST HOLLYWOOD,CA,TX,120,67,New Business,Undefined,160000,0
PLEASANT HILL,CA,NC,229,6,New Business,Urban,431100,0
MONTGOMERY,AL,AL,3,26,New Business,Undefined,80000,1
Maple Grove,MN,IL,90,18,New Business,Urban,310000,0
LAFAYETTE,LA,LA,12,15,New Business,Rural,202280,0
SAN DIEGO,CA,CA,300,27,New Business,Undefined,1121000,0
ALANTA,GA,NC,49,1,New Business,Urban,75000,1
KENNEWICK,WA,WA,72,8,Existing Business,Urban,67912,0
NEW YORK,NY,NJ,84,3,New Business,Undefined,50000,0
PEMBROKE PINES,FL,NC,84,2,New Business,Urban,50000,0
EVANSTON,IL,IL,60,2,Existing Business,Undefined,50000,0
LENOIR,NC,NC,84,1,New Business,Urban,10000,0
ATLANTA,GA,NC,84,1,Existing Business,Urban,10000,0
CHARLOTTE,NC,NC,84,2,Existing Business,Urban,27750,0
PORTAGE,IN,IN,240,13,New Business,Urban,99000,0
BATON ROUGE,LA,LA,240,6,New Business,Undefined,995000,0
LAUDERDALE LAKES,FL,NC,84,3,Existing Business,Urban,10000,0
MAQUOKETA,IA,IA,84,58,New Business,Undefined,400000,0
Nashua,NH,DE,84,1,New Business,Urban,18225,0
PADUCAH,KY,KY,84,2,New Business,Undefined,100000,0
JACKSONVILLE,FL,NC,6,25,New Business,Urban,125312,1
STRAFFORD,MO,MO,84,4,New Business,Undefined,95000,0
SUNRISE,FL,NC,84,2,New Business,Urban,10000,0
WHITE,GA,NC,45,1,New Business,Urban,37500,1
MIAMI,FL,NC,84,3,New Business,Urban,70953,0
KEARNY,NJ,NJ,180,4,Existing Business,Undefined,120000,0
KIMBERLY,WI,WI,64,2,Existing Business,Rural,410973,0
FREEMAN,SD,SD,84,2,Existing Business,Rural,69240,0
BOCA RATON,FL,NC,84,1,New Business,Rural,19000,0
TAMPA,FL,NC,84,2,New Business,Urban,59572,0
TAHLEQUAH,OK,OK,120,5,Existing Business,Undefined,100000,0
SOUDERTON,PA,PA,72,1,New Business,Rural,18900,0
MYRTLE BEACH,SC,NC,84,1,Existing Business,Urban,10000,0
Miami,FL,NC,64,5,New Business,Urban,50000,1
ORLANDO,FL,NC,84,3,Existing Business,Urban,10000,0
CLEARWATER,FL,NC,84,2,New Business,Urban,173487,0
JONESBOROUGH,TN,NC,84,1,New Business,Urban,6037,0
DAVISON,MI,MI,240,20,New Business,Rural,197000,0
PEMBROKE PINES,FL,NC,19,1,New Business,Urban,15000,1
SAINT PAUL,MN,IL,84,1,Existing Business,Urban,58000,0
NETTLETON,MS,MS,16,3,Existing Business,Rural,37500,1
ONEIDA,NY,NC,204,3,New Business,Undefined,80000,0
COLTON,CA,IL,31,2,New Business,Rural,154286,1
CHULA VISTA,CA,SD,300,1,New Business,Undefined,246000,0
FRANKLIN,TN,NC,60,1,New Business,Urban,30000,0
KATY,TX,NC,84,4,Existing Business,Urban,40000,0
HIALEAH,FL,IL,84,2,New Business,Urban,71934,0
CEDAR HILL,TX,NC,84,7,New Business,Urban,70000,0
LAURELDALE,PA,PA,30,2,New Business,Rural,45557,1
REISTERSTOWN,MD,MD,120,1,New Business,Undefined,150000,0
FOUNTAIN HILLS,AZ,CA,120,2,Existing Business,Undefined,175000,0
